Timeline,Start time,Duration,Row,Instance number,Collective Coordination,Cutting & Screeing,DM Catch,Driving,Finishing,Footwork,Passing,Points,Positioning,QB12 DM,Relocation,Shot Location,Shot Outcome,Shot Specific,Space Read,Transition,Ungrouped,Notes,Flags
11.7.25 MIA v CHA Team,897.6953034183360,8.299410983990580,Miami Heat,14,,,-ve DM Catch: Swing,,,-ve Footwork: Patient Pickup,,,,+ve QB12: Strong Side,,3pt,Made,9z2,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,927.2951737403230,13.199342699994000,Miami Heat,15,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill",,,,-ve Footwork: Patient Pickup,,,+ve Positioning - Create Shape,,,3pt,Miss Short,10z5,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,949.9852513479900,13.608264220341300,Miami Heat,16,,,+ve DM Catch: Drive a Swing/Skip Pass,,,-ve Footwork: Patient Pickup,,,,,,Short 2,Made,4z3,"-ve Space Read: Catch, +ve Space Read: Live Dribble",-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,969.5925739463340,6.902112077995070,Miami Heat,17,,,,,,,,,,,,Short 2,Made,4z5,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,994.5935160819890,16.102347157660900,Miami Heat,18,,,"+ve DM Catch: Swing, -ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,-ve Finishing: Read the Length,+ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,-ve QB12: Weak Side,-ve Relocate: Weak Corner,Short 2,Miss Short,6z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,996.0930762826560,0.3992304573380350,Miami Heat,19,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1081.7944843963300,10.400193878999100,Miami Heat,20,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill",-ve DM Catch: Uncontested Shot,+ve Driving: Paint Touch,,,+ve Passing: Teammate on the Move,,-ve Positioning - Create Shape,"+ve QB12: Strong Side, +ve QB12: Strong Side","-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Slide Away, -ve Relocate: Fill Behind",3pt,Miss Left,8z2,"-ve Space Read: Catch, +ve Space Read: Live Dribble",+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1098.2929333990000,7.717964514665480,Miami Heat,21,,,,,+ve Finishing: Stride Pivot,,,,,,,Short 2,Miss Long,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1134.894846816990,13.79982671766990,Miami Heat,22,,,,"+ve Driving: Paint Touch, +ve Driving: Physicality",+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,,"+ve Relocate: Weak Corner, +ve Relocate: Slide Away, +ve Relocate: Slide Away",Short 2,Made,4z5,-ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1161.7948475779900,14.701617030005500,Miami Heat,23,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Paint Touch,"-ve Finishing: Stride Pivot, -ve Finishing: Earn a Foul, -ve Finishing: Read the Length",,,,-ve Positioning - Create Shape,+ve QB12: Strong Side,"-ve Relocate: Dunker- Baseline Cut, +ve Relocate: 45 Cut, -ve Relocate: Fill Behind",Short 2,Miss Short,5z7,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1224.1945952100000,8.800763333341590,Miami Heat,24,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,,,Short 2,Miss Short,5z5,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1240.4087461336600,9.184676514332520,Miami Heat,25,,,,+ve Driving: Physicality,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Cutter,,Short 2,Made,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1268.5950535360100,9.596266046650500,Miami Heat,26,,,,+ve Driving: Paint Touch,-ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,,-ve Relocate: 45 Cut,Deep 2,Miss Long,4z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1489.897002537330,10.197687917001100,Miami Heat,27,,,"-ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,,,,,,,3pt,Made,7z11,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1536.7928970463300,5.601530719989800,Miami Heat,28,,,-ve DM Catch: Uncontested Shot,+ve Driving: Paint Touch,,-ve Footwork: Step to Ball,+ve Passing: Teammate on the Move,,-ve Positioning - Create Shape,+ve QB12: Strong Side,"-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Slide Away, -ve Relocate: Fill Behind",3pt,Miss Left,3z11,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1596.3955841726700,18.89823799333230,Miami Heat,29,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill",-ve DM Catch: Uncontested Shot,,,,+ve Passing: Teammate on the Move,,-ve Positioning - Create Shape,,"+ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind, -ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind",3pt,Made,3z11,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1628.5950384320000,11.197761770667100,Miami Heat,30,,,"+ve DM Catch: Swing, -ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,-ve Footwork: Step to Ball,,,,+ve QB12: Fill Behind,,3pt,Made,3z1,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1664.292879137000,8.701001420339250,Miami Heat,31,,,+ve DM Catch: Uncontested Shot,,,,,,,+ve QB12: Strong Side,,3pt,Made,8z11,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1693.1933556046700,23.000414630645800,Miami Heat,32,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,+ve Finishing: Read the Length,,+ve Passing: Read the Length,,+ve Positioning - Create Shape,"+ve QB12: Strong Side, +ve QB12: Baseline","-ve Relocate: Dunker- Baseline Cut, -ve Relocate: Weak Corner, +ve Relocate: Fill Behind, +ve Relocate: Reverse Direction",Short 2,Made,5z5,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,1928.7339992203300,13.299589783999400,Miami Heat,33,,,,,+ve Finishing: Earn a Foul,,,,,,,Short 2,Fouled,5z5,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2011.3321426913200,9.643177933345440,Miami Heat,34,,,,,,,,,,-ve QB12: Strong Side,,,,,,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2041.1333825190000,9.401568482668840,Miami Heat,35,,,+ve DM Catch: Uncontested Shot,+ve Driving: Paint Touch,,,+ve Passing: Teammate on the Move,,-ve Positioning - Create Shape,+ve QB12: Strong Side,-ve Relocate: Dunker- Baseline Cut,3pt,Made,9z2,+ve Space Read: Live Dribble,"-ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2072.234343909330,7.999083331321340,Miami Heat,36,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,+ve QB12: Strong Side,,Short 2,Made,6z7,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2303.9329335979900,15.797627170662500,Miami Heat,37,,,,,+ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,Short 2,Made,6z7,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2326.233523810650,5.497377314012740,Miami Heat,38,,,,,,,,,,,,Short 2,Made,4z5,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2349.6325206713300,8.70145651167195,Miami Heat,39,,,,+ve Driving: Paint Touch,-ve Finishing: Ball Security,,,,,,,,,,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2411.135001793670,8.399770457323940,Miami Heat,40,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,,-ve QB12: Baseline,"+ve Relocate: Dunker- Baseline Cut, -ve Relocate: Corner Fill",Short 2,Miss Long,5z7,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2426.233629837670,7.200642744329340,Miami Heat,41,,,"+ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,,,,,+ve QB12: Weak Side,,3pt,Miss Left,2z11,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2442.433586748000,13.9032378579941,Miami Heat,42,,+ve Cutting & Screening: Movement,"+ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Swing",,,"+ve Footwork: Step to Ball, -ve Footwork: Patient Pickup",,,+ve Positioning - Create Shape,,-ve Relocate: 45 Cut,3pt,Miss Long,11z5,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2465.235299921000,16.094234932997100,Miami Heat,43,,+ve Cutting & Screening: Denial,"+ve DM Catch: Swing, -ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,,"+ve Passing: Teammate on the Move, -ve Passing: Teammate on the Move",,,"+ve QB12: Cutter, +ve QB12: Weak Side","+ve Relocate: 45 Cut, +ve Relocate: Fill Behind",3pt,Miss Short,9z2,"+ve Space Read: Live Dribble, -ve Space Read: Catch",-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2536.033823078000,8.101918976657090,Miami Heat,44,,,,,-ve Finishing: Ball Security,,,,,,,,,,,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2594.031336225330,16.40258299600190,Miami Heat,45,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill",,,+ve Finishing: Earn a Foul,-ve Footwork: Step to Ball,,,,+ve QB12: Strong Side,+ve Relocate: 45 Cut,Short 2,,3z9,"+ve Space Read: Live Dribble, +ve Space Read: Catch",-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2630.931731066000,11.599833718000400,Miami Heat,46,,-ve Cutting & Screening: Principle,"-ve DM Catch: Swing, +ve DM Catch: Back-to-Back, -ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",+ve Driving: Paint Touch,,+ve Footwork: Step to Ball,"+ve Passing: Teammate on the Move, +ve Passing: Teammate on the Move",,+ve Positioning - Create Shape,"+ve QB12: Strong Side, +ve QB12: Strong Side","+ve Relocate: Weak Corner, -ve Relocate: Slide Away, +ve Relocate: Fill Behind",3pt,Miss Short,3z1,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2831.635458021670,9.599018920654090,Miami Heat,47,,-ve Cutting & Screening: Principle,,,-ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,-ve QB12: Roller,+ve Relocate: Slide Away,Short 2,Miss Short,4z5,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2848.235029953320,12.698100045013200,Miami Heat,48,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,-ve Finishing: Earn a Foul,"-ve Footwork: Step to Ball, -ve Footwork: Patient Pickup",,,+ve Positioning - Create Shape,,,Short 2,Miss Long,5z8,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2876.3330137239900,8.100683012347420,Miami Heat,49,,,+ve DM Catch: Drive a Swing/Skip Pass,,+ve Finishing: Earn a Foul,,,,,,,,,,+ve Space Read: Catch,+ve Transition: Pitch Ahead,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2914.1341877119900,9.600915366345360,Miami Heat,50,,-ve Cutting & Screening: Principle,,,"-ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,,,Short 2,Miss Long,6z7,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2935.032230581990,17.60044153899750,Miami Heat,51,,+ve Cutting & Screening: Denial,"+ve DM Catch: Swing, -ve DM Catch: Drive a Swing/Skip Pass",,,,,,,,,,,,"-ve Space Read: Live Dribble, -ve Space Read: Catch",-ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,2984.53437453367,8.199793970323300,Miami Heat,52,,,"+ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,,,,,,,3pt,Miss Right,5z1,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3160.5305591443300,24.72875148742880,Miami Heat,53,,,"+ve DM Catch: Swing, -ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Swing, -ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass","+ve Driving: Paint Touch, +ve Driving: Paint Touch","+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,-ve Positioning - Create Shape,"+ve QB12: Strong Side, +ve QB12: Strong Side, -ve QB12: Strong Side","+ve Relocate: 45 Cut, -ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind, +ve Relocate: 45 Cut, -ve Relocate: Fill Behind, +ve Relocate: Weak Corner, +ve Relocate: Slide Away",Short 2,Miss Short,5z5,"+ve Space Read: Catch, +ve Space Read: Live Dribble, +ve Space Read: Catch",-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3197.2313470856600,12.004319152338700,Miami Heat,54,,,,,"-ve Finishing: Ball Security, -ve Finishing: Earn a Foul",,,,,+ve QB12: Baseline,,,,,,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3275.63597181834,17.99883918365460,Miami Heat,55,,-ve Cutting & Screening: Movement,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Swing",,,+ve Footwork: Patient Pickup,,,,,"+ve Relocate: Slide Away, +ve Relocate: Fill Behind",Short 2,Miss Short,7z4,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3339.0320398370000,11.002721722666600,Miami Heat,56,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,-ve QB12: Cutter,"+ve Relocate: 45 Cut, +ve Relocate: Fill Behind, +ve Relocate: Dunker- Baseline Cut",Short 2,Miss Short,5z5,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3369.73223936833,4.297548653667040,Miami Heat,57,,,,,+ve Finishing: Earn a Foul,,,,,,,Short 2,Fouled,5z7,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3446.931543256660,9.302309195330510,Miami Heat,58,,,,,+ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,+ve Relocate: Dunker- Baseline Cut,Short 2,Made,4z5,-ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3482.9332609706600,13.800841673332300,Miami Heat,59,,,,,,,,,,,,,,,+ve Space Read: Live Dribble,,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3500.5337349656600,9.299670532333040,Miami Heat,60,,,+ve DM Catch: Drive a Swing/Skip Pass,,+ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,,"+ve QB12: Strong Side, +ve QB12: Cutter",+ve Relocate: 45 Cut,Short 2,Made,5z5,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3966.5276700806500,13.602671180015000,Miami Heat,61,,+ve Cutting & Screening: Principle,,,+ve Finishing: Stride Pivot,,,,+ve Positioning - Create Shape,,+ve Relocate: Dunker- Baseline Cut,Short 2,Miss Long,5z7,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,3995.2203832183400,8.40945660565285,Miami Heat,62,,,,,,-ve Footwork: Patient Pickup,,,,,,3pt,Miss Short,8z10,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,4015.33060571933,6.498688118678270,Miami Heat,63,,,,,+ve Finishing: Read the Length,,,,,,,Short 2,Made,5z5,,"+ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,4049.23120134699,18.09503260100560,Miami Heat,64,,-ve Cutting & Screening: Movement,+ve DM Catch: Swing,+ve Driving: Paint Touch,,,,,,,"+ve Relocate: Fill Behind, -ve Relocate: Fill Behind",,,,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,4095.730381364000,12.89970548099520,Miami Heat,65,,,,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,,,-ve Positioning - Create Shape,,"-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind",Short 2,Fouled,6z7,-ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.7.25 MIA v CHA Team,4176.429769542000,15.20028133066260,Miami Heat,66,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill","-ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Drive a Swing/Skip Pass","+ve Driving: Paint Touch, +ve Driving: Physicality",-ve Finishing: Read the Length,,,,-ve Positioning - Create Shape,+ve QB12: Skip Pass,"+ve Relocate: 45 Cut, -ve Relocate: Dunker- Baseline Cut",Short 2,Miss Short,4z8,"-ve Space Read: Catch, +ve Space Read: Catch","+ve Transition: Pitch Ahead, -ve Transition: Effort and Pace","Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
