Timeline,Start time,Duration,Row,Instance number,Collective Coordination,Cutting & Screeing,DM Catch,Driving,Finishing,Footwork,Passing,Points,Positioning,QB12 DM,Relocation,Shot Location,Shot Outcome,Shot Specific,Space Read,Transition,Ungrouped,Notes,Flags
11.19.25 MIA v GSW Team,1045.5951363833600,12.297766752998800,Miami Heat,13,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Paint Touch,"-ve Finishing: Read the Length, -ve Finishing: Earn a Foul",,,,+ve Positioning - Create Shape,"+ve QB12: Fill Behind, -ve QB12: Cutter, -ve QB12: Fill Behind","+ve Relocate: 45 Cut, +ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind",Short 2,Miss Short,3z4,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1087.0951207396400,8.899435009629090,Miami Heat,14,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill",-ve DM Catch: Uncontested Shot,+ve Driving: Paint Touch,,-ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,+ve QB12: Weak Side,"+ve Relocate: Fill Behind, +ve Relocate: Dunker- Baseline Cut",3pt,Made,6z11,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1109.694999793330,10.000753298302900,Miami Heat,15,,,,,,"+ve Footwork: Patient Pickup, -ve Footwork: Step to Ball",,,,,,3pt,Miss Short,11z5,-ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1141.0874570979600,5.3094104843230500,Miami Heat,16,,,,,-ve Finishing: Ball Security,,,,,,,,,,,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1153.3957698490100,11.283750775614000,Miami Heat,17,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Stride Holds, +ve Finishing: Earn a Foul",,,,,,,Short 2,Made,5z5,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1241.4947575369700,10.499596779997800,Miami Heat,18,,,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Back-to-Back",+ve Driving: Paint Touch,,+ve Footwork: Step to Ball,"+ve Passing: Teammate on the Move, -ve Passing: Teammate on the Move",,-ve Positioning - Create Shape,+ve QB12: Weak Side,"+ve Relocate: Dunker- Baseline Cut, +ve Relocate: Dunker- Baseline Cut",,,,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1256.5986504096500,7.795845229333050,Miami Heat,19,,,,,-ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,-ve Relocate: Corner Fill,Short 2,Miss Long,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1270.794681772980,8.6134275180018,Miami Heat,20,,,,+ve Driving: Paint Touch,+ve Finishing: Read the Length,,,,,,,Short 2,Made,5z5,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1325.0952308733000,14.399584480024500,Miami Heat,21,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill",-ve DM Catch: Uncontested Shot,,,,,,,+ve QB12: Fill Behind,+ve Relocate: Fill Behind,3pt,Miss Short,11z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1335.7950506076500,11.000612223298700,Miami Heat,22,,,+ve DM Catch: Swing,,,+ve Footwork: Patient Pickup,,,,,,3pt,Miss Long,11z5,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1351.89394728194,7.899151507382160,Miami Heat,23,,,,,,,-ve Passing: Read the Length,,,,,,,,,+ve Transition: Pitch Ahead,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1363.994511953310,9.196319578991960,Miami Heat,24,,,,,+ve Finishing: Earn a Foul,,+ve Passing: Teammate on the Move,,,,,Short 2,Fouled,5z5,,+ve Transition: Pitch Ahead,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1621.0950492659400,8.200550425082840,Miami Heat,25,,,"-ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Uncontested Shot",,,,,,,+ve QB12: Strong Side,,3pt,Miss Left,6z1,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1637.695010014650,13.198030310328000,Miami Heat,26,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Denial",+ve DM Catch: Swing,,-ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,"+ve QB12: Baseline, +ve QB12: Cutter",-ve Relocate: 45 Cut,Short 2,Miss Short,4z5,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1664.0042114583000,18.39155288370650,Miami Heat,27,,-ve Cutting & Screening: Movement,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Swing, +ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,+ve Footwork: Step to Ball,-ve Passing: Teammate on the Move,,,"+ve QB12: Fill Behind, +ve QB12: Weak Side","+ve Relocate: Dunker- Baseline Cut, -ve Relocate: Fill Behind, +ve Relocate: Corner Fill",3pt,Made,4z1,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1693.8943137936300,9.600584406721060,Miami Heat,28,,,,,,-ve Footwork: Patient Pickup,,,,,,3pt,Miss Short,8z11,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1716.0941047186300,12.100826325049200,Miami Heat,29,,,,,,-ve Footwork: Patient Pickup,,,,-ve QB12: Strong Side,,Short 2,Miss Long,6z4,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1750.2949309092600,15.499714889692800,Miami Heat,30,,,,,,-ve Footwork: Patient Pickup,,,+ve Positioning - Create Shape,"-ve QB12: Fill Behind, -ve QB12: Weak Side",+ve Relocate: Fill Behind,Short 2,Miss Long,5z7,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1947.8118486346500,20.60390628868230,Miami Heat,31,,-ve Cutting & Screening: Movement,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,,"-ve Footwork: Step to Ball, -ve Footwork: Patient Pickup",+ve Passing: Read the Length,,+ve Positioning - Create Shape,"-ve QB12: Strong Side, +ve QB12: Baseline","+ve Relocate: Dunker- Baseline Cut, +ve Relocate: Weak Corner, +ve Relocate: Slide Away, +ve Relocate: Fill Behind",Long 2,Miss Long,4z10,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,1979.5161144672900,10.798303311005200,Miami Heat,32,,,+ve DM Catch: Uncontested Shot,,,,,,,+ve QB12: Fill Behind,-ve Relocate: Weak Corner,3pt,Miss Short,11z7,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2003.714656215640,14.001787016696700,Miami Heat,33,,,+ve DM Catch: Drive Pass,"+ve Driving: Paint Touch, +ve Driving: Physicality",+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,,,Short 2,Made,7z4,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2034.8141498643300,13.698122770616500,Miami Heat,34,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,,,,,+ve Positioning - Create Shape,+ve QB12: Strong Side,+ve Relocate: Fill Behind,,,,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2247.112233427290,5.902037583004590,Miami Heat,35,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,,,,Short 2,Miss Short,6z7,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2276.7141921802900,14.097750505971800,Miami Heat,36,,"+ve Cutting & Screening: Denial, +ve Cutting & Screening: Movement","-ve DM Catch: Swing, -ve DM Catch: Uncontested Shot",+ve Driving: Paint Touch,,"-ve Footwork: Step to Ball, -ve Footwork: Step to Ball",+ve Passing: Read the Length,,-ve Positioning - Create Shape,+ve QB12: Strong Side,+ve Relocate: Dunker- Baseline Cut,3pt,Made,6z1,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2307.913897638660,7.17608015300857,Miami Heat,37,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2332.714046714950,5.999447446664820,Miami Heat,38,,,-ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Long,10z7,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2344.414809142970,10.397197363022300,Miami Heat,39,,,,"+ve Driving: Paint Touch, +ve Driving: Physicality","-ve Finishing: Ball Security, +ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,-ve QB12: Strong Side,-ve Relocate: Weak Corner,Short 2,Made,5z8,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2395.8132590893200,8.301379579664170,Miami Heat,40,,,,,+ve Finishing: Earn a Foul,,,,,,,,,,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2437.6139611996400,7.800468382994500,Miami Heat,41,,,+ve DM Catch: Drive a Swing/Skip Pass,,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Strong Side,"+ve Relocate: Slide Away, +ve Relocate: Dunker- Baseline Cut",Short 2,Made,6z7,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2486.2103663999800,12.61905680801100,Miami Heat,42,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,,-ve QB12: Strong Side,+ve Relocate: Dunker- Baseline Cut,Short 2,Miss Long,6z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2568.813668385670,12.50175548062320,Miami Heat,43,,,,+ve Driving: Paint Touch,-ve Finishing: Read the Length,,,,,"-ve QB12: Fill Behind, -ve QB12: Strong Side",,Short 2,Miss Short,5z7,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2671.4151649273300,17.398049604342300,Miami Heat,44,,,+ve DM Catch: Drive Pass,,-ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,"+ve QB12: Strong Side, -ve QB12: Fill Behind","+ve Relocate: Weak Corner, +ve Relocate: 45 Cut, +ve Relocate: Dunker- Baseline Cut",Short 2,Miss Short,4z5,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2695.713059846950,8.015047360658170,Miami Heat,45,,,,,+ve Finishing: Stride Pivot,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,Short 2,Made,4z8,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,2956.134305321660,10.68061608933750,Miami Heat,46,,,"+ve DM Catch: Swing, -ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,+ve Footwork: Step to Ball,,,,,,3pt,Miss Short,3z1,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3018.1143898366100,13.498043366333600,Miami Heat,47,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, +ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill",+ve DM Catch: Swing,,,,-ve Passing: Read the Length,,,,,,,,,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3035.5143733319800,13.399403214328700,Miami Heat,48,,,,,,,,,-ve Positioning - Create Shape,+ve QB12: Fill Behind,+ve Relocate: Fill Behind,,,,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3103.712699863660,9.201100372609740,Miami Heat,49,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,-ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,-ve QB12: Weak Side,,Short 2,Miss Short,5z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3162.5138464236800,15.196669293296500,Miami Heat,50,,,,"+ve Driving: Paint Touch, +ve Driving: Physicality",+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,-ve QB12: Weak Side,"+ve Relocate: 45 Cut, -ve Relocate: Fill Behind",Short 2,Made,5z7,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3217.312496407610,11.200318748975400,Miami Heat,51,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Paint Touch,+ve Finishing: Stride Pivot,,,,+ve Positioning - Create Shape,-ve QB12: Fill Behind,+ve Relocate: Fill Behind,Short 2,Miss Long,5z7,-ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3347.716034108640,22.000568384663000,Miami Heat,52,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, +ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, -ve Cutting & Screening: Denial","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Swing, -ve DM Catch: Uncontested Shot",,,,,,+ve Positioning - Create Shape,"+ve QB12: Weak Side, +ve QB12: Fill Behind","-ve Relocate: 45 Cut, -ve Relocate: Fill Behind, +ve Relocate: Reverse Direction, +ve Relocate: 45 Cut, -ve Relocate: Corner Fill, +ve Relocate: Fill Behind",3pt,Miss Long,10z3,"+ve Space Read: Catch, +ve Space Read: Catch",-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3436.112728558990,16.80115354096320,Miami Heat,53,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, +ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Uncontested Shot",,,,+ve Passing: Teammate on the Move,,-ve Positioning - Create Shape,+ve QB12: Weak Side,+ve Relocate: Slide Away,3pt,Miss Short,3z11,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3468.715353105630,10.49987095202230,Miami Heat,54,,,,,,,,,,+ve QB12: Strong Side,,3pt,Miss Short,10z2,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3497.212284213330,7.5016259699800700,Miami Heat,55,,,+ve DM Catch: Drive a Swing/Skip Pass,,+ve Finishing: Earn a Foul,,,,,,"+ve Relocate: Dunker- Baseline Cut, +ve Relocate: Slide Away",Short 2,Made,5z5,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3564.212850310960,10.900900641026100,Miami Heat,56,,+ve Cutting & Screening: Movement,,"+ve Driving: Paint Touch, +ve Driving: Physicality",+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,,+ve Relocate: Fill Behind,Short 2,Miss Long,5z7,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3626.2090260289700,10.90393894762970,Miami Heat,57,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill",,,"-ve Finishing: Read the Length, +ve Finishing: Earn a Foul",,,,+ve Positioning - Create Shape,-ve QB12: Fill Behind,"+ve Relocate: Slide Away, +ve Relocate: Fill Behind",Short 2,Fouled,4z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3837.9460380856300,10.602640878322700,Miami Heat,58,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,-ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,"+ve QB12: Strong Side, -ve QB12: Weak Side","-ve Relocate: Weak Corner, +ve Relocate: Slide Away, +ve Relocate: Fill Behind, -ve Relocate: 45 Cut",Short 2,Miss Long,5z7,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3908.648132377680,18.803175413973800,Miami Heat,59,,,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Uncontested Shot",+ve Driving: Paint Touch,,,,,+ve Positioning - Create Shape,"+ve QB12: Strong Side, +ve QB12: Weak Side",-ve Relocate: 45 Cut,3pt,Made,6z11,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,3978.3860132499900,16.060813385624900,Miami Heat,60,,"+ve Cutting & Screening: Denial, +ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, +ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Uncontested Shot",,,-ve Footwork: Step to Ball,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Strong Side,"-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Slide Away",3pt,Miss Long,9z2,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,4062.1483574883300,9.302672442346190,Miami Heat,61,,,"+ve DM Catch: Swing, -ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,,,,,,,3pt,Miss Short,3z1,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,4083.0480593556500,8.718940644349460,Miami Heat,62,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,+ve Passing: Teammate on the Move,,,,,Short 2,Fouled,6z7,,+ve Transition: Pitch Ahead,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,4156.644909828270,6.60143634367887,Miami Heat,63,,,,,+ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,Short 2,Made,4z5,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,4173.648313048300,7.8000321706422300,Miami Heat,64,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,"+ve Finishing: Read the Length, -ve Finishing: Stride Pivot",,,,,,"+ve Relocate: Corner Fill, -ve Relocate: 45 Cut",Short 2,Miss Short,6z5,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,4192.249114352600,18.888831719746100,Miami Heat,65,,+ve Cutting & Screening: Cut Fill,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Swing, +ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",+ve Driving: Paint Touch,,-ve Footwork: Step to Ball,"+ve Passing: Teammate on the Move, +ve Passing: Read the Length",,-ve Positioning - Create Shape,"+ve QB12: Fill Behind, +ve QB12: Strong Side","-ve Relocate: Weak Corner, +ve Relocate: Fill Behind",3pt,Miss Short,11z5,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.19.25 MIA v GSW Team,4207.844214786990,6.005043957032290,Miami Heat,66,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Made,7z11,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
